"SampleID"	"Range"	"Haplogroup"	"Rank"	"Quality"
"HG03294"	"1-16569"	"L3b1b"	"1"	"0.9339"
"HG03295"	"1-16569"	"L1b1a"	"1"	"0.9956"
"HG03297"	"1-16569"	"L2a1f1"	"1"	"0.9902"
"HG03298"	"1-16569"	"L0a1a2"	"1"	"0.9796"
"HG03300"	"1-16569"	"L1c2b1a'b"	"1"	"0.9580"
"HG03301"	"1-16569"	"L3e2a1b1"	"1"	"0.9666"
"HG03303"	"1-16569"	"L3f1b4c"	"1"	"1.0000"
"HG03304"	"1-16569"	"L3e2b8"	"1"	"0.9556"
"HG03311"	"1-16569"	"L1b1a"	"1"	"0.9801"
"HG03313"	"1-16569"	"L1c2a2"	"1"	"0.9677"
"HG03342"	"1-16569"	"L2a1+143+16189  (16192)"	"1"	"0.9810"
"HG03343"	"1-16569"	"L1c3a"	"1"	"0.9658"
"HG03351"	"1-16569"	"L1b1a"	"1"	"0.9801"
"HG03352"	"1-16569"	"L3e2b1a1"	"1"	"0.9959"
"HG03354"	"1-16569"	"L2c2b1a"	"1"	"0.9767"
"HG03363"	"1-16569"	"L1c2b1b"	"1"	"0.9518"
"HG03366"	"1-16569"	"L3d1b2"	"1"	"0.9501"
"HG03367"	"1-16569"	"L2e1a"	"1"	"0.9909"
"HG03369"	"1-16569"	"L3e3b"	"1"	"0.9623"
"HG03370"	"1-16569"	"L3b1a"	"1"	"0.9433"
"HG03372"	"1-16569"	"L3e3b"	"1"	"0.9623"
"HG03376"	"1-16569"	"L2c"	"1"	"0.9384"
"HG03378"	"1-16569"	"L3e3b"	"1"	"0.9733"
"HG03380"	"1-16569"	"L1c1c"	"1"	"0.8966"
"HG03382"	"1-16569"	"L2a1l1b"	"1"	"0.9840"
"HG03385"	"1-16569"	"L1c1c"	"1"	"0.9177"
"HG03388"	"1-16569"	"L2c2"	"1"	"0.9456"
"HG03391"	"1-16569"	"L1c1c"	"1"	"0.8860"
"HG03394"	"1-16569"	"L3b1a6"	"1"	"0.9498"
"HG03397"	"1-16569"	"L1c1d"	"1"	"0.9043"
"HG03401"	"1-16569"	"L2a1l"	"1"	"0.9682"
"HG03410"	"1-16569"	"L2a1a1"	"1"	"0.9712"
"HG03419"	"1-16569"	"L3e2b+152"	"1"	"0.9763"
"HG03428"	"1-16569"	"L2a1l1b"	"1"	"0.9580"
"HG03432"	"1-16569"	"L2a1i"	"1"	"0.9936"
"HG03433"	"1-16569"	"L2c"	"1"	"0.9722"
"HG03436"	"1-16569"	"L1b1a14"	"1"	"0.9771"
"HG03437"	"1-16569"	"L2d1"	"1"	"1.0000"
"HG03439"	"1-16569"	"L3f1b1"	"1"	"0.9718"
"HG03442"	"1-16569"	"L1b1a10"	"1"	"0.9949"
"HG03445"	"1-16569"	"L3d1'2'3'4'5'6"	"1"	"0.9400"
"HG03446"	"1-16569"	"L3b1a"	"1"	"0.9587"
"HG03449"	"1-16569"	"L2a1c2a"	"1"	"0.9684"
"HG03451"	"1-16569"	"L2c3"	"1"	"0.9695"
"HG03452"	"1-16569"	"L2a1f"	"1"	"0.9857"
"HG03455"	"1-16569"	"L2c"	"1"	"0.9782"
"HG03457"	"1-16569"	"L2a1l1b"	"1"	"0.9580"
"HG03458"	"1-16569"	"L4b1a"	"1"	"0.9927"
"HG03460"	"1-16569"	"L2a1a1"	"1"	"0.9807"
"HG03461"	"1-16569"	"L2a1i"	"1"	"0.9585"
"HG03464"	"1-16569"	"L1c1c"	"1"	"0.9430"
"HG03469"	"1-16569"	"L1b1a14"	"1"	"0.9706"
"HG03470"	"1-16569"	"L1b1a14"	"1"	"0.9940"
"HG03472"	"1-16569"	"L2b1a4"	"1"	"0.9431"
"HG03473"	"1-16569"	"L2c"	"1"	"0.9689"
"HG03476"	"1-16569"	"L2c"	"1"	"0.9659"
"HG03478"	"1-16569"	"L3e2a"	"1"	"0.9703"
"HG03479"	"1-16569"	"U6a3"	"1"	"0.9266"
"HG03484"	"1-16569"	"L2c"	"1"	"0.9699"
"HG03485"	"1-16569"	"L2a1+143+@16309"	"1"	"0.9672"
"HG03488"	"1-16569"	"M38a"	"1"	"0.9091"
"HG03490"	"1-16569"	"F1b1c"	"1"	"0.9487"
"HG03491"	"1-16569"	"R6a2"	"1"	"0.8440"
"HG03499"	"1-16569"	"L1c2a2"	"1"	"0.9526"
"HG03511"	"1-16569"	"L3e2b"	"1"	"0.9724"
"HG03514"	"1-16569"	"L2a1f"	"1"	"1.0000"
"HG03515"	"1-16569"	"L2b1a3"	"1"	"0.9895"
"HG03517"	"1-16569"	"L0a1a2"	"1"	"0.9641"
"HG03518"	"1-16569"	"L3d1c1"	"1"	"1.0000"
"HG03520"	"1-16569"	"L3e1"	"1"	"0.9630"
"HG03521"	"1-16569"	"L3b1a10"	"1"	"0.9608"
"HG03538"	"1-16569"	"U6a5"	"1"	"0.9653"
"HG03539"	"1-16569"	"L2a1a3"	"1"	"0.9760"
"HG03547"	"1-16569"	"L2a1l"	"1"	"0.9860"
"HG03548"	"1-16569"	"L2a1a1"	"1"	"0.9899"
"HG03556"	"1-16569"	"L3e4a1"	"1"	"1.0000"
"HG03557"	"1-16569"	"L2a1c3a"	"1"	"0.9741"
"HG03558"	"1-16569"	"L3h1b1a"	"1"	"0.9286"
"HG03559"	"1-16569"	"L3d1b1"	"1"	"0.9579"
"HG03563"	"1-16569"	"L2a1a"	"1"	"0.9582"
"HG03565"	"1-16569"	"L3b1a5"	"1"	"0.9659"
"HG03567"	"1-16569"	"L3d1b3a"	"1"	"0.9300"
"HG03571"	"1-16569"	"L2a1c3a"	"1"	"0.9741"
"HG03572"	"1-16569"	"L3e2b"	"1"	"0.9118"
"HG03575"	"1-16569"	"L2a1f1"	"1"	"0.9685"
"HG03577"	"1-16569"	"L3e2a"	"1"	"0.9044"
"HG03578"	"1-16569"	"L2a1a1"	"1"	"0.9793"
"HG03583"	"1-16569"	"L3h1b1a"	"1"	"0.9286"
"HG03585"	"1-16569"	"M2a1a+207"	"1"	"0.9639"
"HG03589"	"1-16569"	"M5a"	"1"	"0.9736"
"HG03593"	"1-16569"	"M41a"	"1"	"0.9649"
"HG03594"	"1-16569"	"M91a"	"1"	"0.8978"
"HG03595"	"1-16569"	"M49c"	"1"	"0.9036"
"HG03598"	"1-16569"	"M30c"	"1"	"0.8934"
"HG03600"	"1-16569"	"M30d1"	"1"	"0.9839"
"HG03603"	"1-16569"	"U2b2"	"1"	"0.9794"
"HG03604"	"1-16569"	"R6a2"	"1"	"0.9048"
"HG03607"	"1-16569"	"M66b"	"1"	"0.9262"
"HG03611"	"1-16569"	"M68"	"1"	"0.7979"
"HG03615"	"1-16569"	"M35b+16304"	"1"	"0.9217"
"HG03616"	"1-16569"	"M3a1"	"1"	"0.9847"
"HG03619"	"1-16569"	"U2c1b"	"1"	"0.9075"
"HG03624"	"1-16569"	"M5a2a1a2"	"1"	"0.9752"
"HG03625"	"1-16569"	"T2"	"1"	"0.8737"
"HG03629"	"1-16569"	"R5a2a"	"1"	"0.9267"
"HG03631"	"1-16569"	"M43b"	"1"	"0.9279"
"HG03634"	"1-16569"	"M33d"	"1"	"0.9645"
"HG03636"	"1-16569"	"M3a2"	"1"	"0.9316"
"HG03640"	"1-16569"	"M45"	"1"	"0.8672"
"HG03642"	"1-16569"	"M33a2"	"1"	"0.9226"
"HG03643"	"1-16569"	"M81"	"1"	"0.8874"
"HG03644"	"1-16569"	"M5b'c"	"1"	"0.9756"
"HG03645"	"1-16569"	"R30a1c"	"1"	"0.9775"
"HG03646"	"1-16569"	"M18"	"1"	"0.9765"
"HG03649"	"1-16569"	"M5a2a1a1"	"1"	"0.9732"
"HG03652"	"1-16569"	"M52b1"	"1"	"0.9786"
"HG03653"	"1-16569"	"U2a2"	"1"	"0.8704"
"HG03660"	"1-16569"	"M30"	"1"	"0.9563"
"HG03663"	"1-16569"	"M18a"	"1"	"0.9622"
"HG03667"	"1-16569"	"R5a2"	"1"	"0.9042"
"HG03668"	"1-16569"	"M"	"1"	"0.8122"
"HG03672"	"1-16569"	"M18'38"	"1"	"0.8969"
"HG03673"	"1-16569"	"M4'67"	"1"	"0.8598"
"HG03679"	"1-16569"	"R30b2a"	"1"	"0.9818"
"HG03680"	"1-16569"	"R30b2a"	"1"	"0.9818"
"HG03681"	"1-16569"	"U7a2"	"1"	"0.9656"
"HG03684"	"1-16569"	"M2b"	"1"	"0.9336"
"HG03685"	"1-16569"	"R5"	"1"	"0.8622"
"HG03686"	"1-16569"	"M3a1+204"	"1"	"0.9667"
"HG03687"	"1-16569"	"M4a"	"1"	"0.9318"
"HG03689"	"1-16569"	"R6b"	"1"	"0.9471"
"HG03690"	"1-16569"	"M30d1"	"1"	"0.9629"
"HG03691"	"1-16569"	"U2c1a"	"1"	"0.9351"
"HG03692"	"1-16569"	"H13a2a"	"1"	"0.8800"
"HG03693"	"1-16569"	"M30"	"1"	"0.9600"
"HG03694"	"1-16569"	"U2b2"	"1"	"0.9734"
"HG03695"	"1-16569"	"U2b"	"1"	"0.8709"
"HG03696"	"1-16569"	"U7a3a"	"1"	"0.9033"
"HG03697"	"1-16569"	"M35a1"	"1"	"0.9905"
"HG03698"	"1-16569"	"N1a2"	"1"	"0.9646"
"HG03702"	"1-16569"	"M38a"	"1"	"0.9339"
"HG03703"	"1-16569"	"U2b2"	"1"	"0.9443"
"HG03705"	"1-16569"	"M6"	"1"	"0.9140"
"HG03706"	"1-16569"	"R"	"1"	"0.8001"
"HG03708"	"1-16569"	"M5a"	"1"	"0.9364"
"HG03709"	"1-16569"	"M6a1a"	"1"	"0.9707"
"HG03711"	"1-16569"	"U7a2"	"1"	"0.9656"
"HG03713"	"1-16569"	"M6a1b"	"1"	"0.9646"
"HG03714"	"1-16569"	"R30b2a"	"1"	"0.9518"
"HG03715"	"1-16569"	"M30b"	"1"	"0.9311"
"HG03716"	"1-16569"	"M30"	"1"	"1.0000"
"HG03717"	"1-16569"	"M3a2"	"1"	"0.9351"
"HG03718"	"1-16569"	"M65b"	"1"	"0.9961"
"HG03720"	"1-16569"	"M4a"	"1"	"1.0000"
"HG03722"	"1-16569"	"M6a1a"	"1"	"0.9534"
"HG03727"	"1-16569"	"I1e"	"1"	"0.9509"
"HG03729"	"1-16569"	"R5a2"	"1"	"0.9474"
"HG03730"	"1-16569"	"M18"	"1"	"0.9614"
"HG03731"	"1-16569"	"M35a1"	"1"	"1.0000"
"HG03733"	"1-16569"	"M52a"	"1"	"0.8353"
"HG03736"	"1-16569"	"R8b1a"	"1"	"0.9176"
"HG03738"	"1-16569"	"R31b"	"1"	"0.9565"
"HG03740"	"1-16569"	"M44a1"	"1"	"0.9829"
"HG03741"	"1-16569"	"R7"	"1"	"0.7487"
"HG03742"	"1-16569"	"U2a1b"	"1"	"0.9075"
"HG03743"	"1-16569"	"M2a'b"	"1"	"0.8479"
"HG03744"	"1-16569"	"J1d"	"1"	"0.9633"
"HG03745"	"1-16569"	"M3c+152"	"1"	"0.9765"
"HG03746"	"1-16569"	"M4a"	"1"	"0.9865"
"HG03750"	"1-16569"	"R31b"	"1"	"0.9565"
"HG03752"	"1-16569"	"M66b"	"1"	"0.9521"
"HG03753"	"1-16569"	"M66b"	"1"	"0.9521"
"HG03754"	"1-16569"	"U2b"	"1"	"0.8579"
"HG03755"	"1-16569"	"R31b"	"1"	"0.9442"
"HG03756"	"1-16569"	"M6a1a"	"1"	"0.9728"
"HG03757"	"1-16569"	"M53"	"1"	"0.9107"
"HG03760"	"1-16569"	"R5a2b"	"1"	"0.9364"
"HG03762"	"1-16569"	"R5a1"	"1"	"0.8944"
"HG03765"	"1-16569"	"M18a"	"1"	"1.0000"
"HG03767"	"1-16569"	"U2b"	"1"	"0.8748"
"HG03770"	"1-16569"	"R5a2"	"1"	"0.8855"
"HG03771"	"1-16569"	"M40a1"	"1"	"0.9607"
"HG03772"	"1-16569"	"M3a2"	"1"	"0.9600"
"HG03773"	"1-16569"	"M3a2"	"1"	"0.9600"
"HG03774"	"1-16569"	"M6a1b"	"1"	"0.9777"
"HG03775"	"1-16569"	"M52a1b"	"1"	"0.9451"
"HG03777"	"1-16569"	"U9a1"	"1"	"0.9144"
"HG03778"	"1-16569"	"W3a1"	"1"	"0.9494"
"HG03779"	"1-16569"	"M45a"	"1"	"0.9480"
"HG03780"	"1-16569"	"U1a1a1a"	"1"	"0.9411"
"HG03781"	"1-16569"	"M3d1"	"1"	"0.9921"
"HG03782"	"1-16569"	"M30"	"1"	"0.9744"
"HG03784"	"1-16569"	"T2"	"1"	"0.9389"
"HG03785"	"1-16569"	"W3a1b"	"1"	"0.9425"
"HG03786"	"1-16569"	"W3a1b"	"1"	"0.9497"
"HG03787"	"1-16569"	"M39b"	"1"	"0.9109"
"HG03788"	"1-16569"	"R30b2a"	"1"	"0.9237"
"HG03789"	"1-16569"	"R6b"	"1"	"0.9471"
"HG03790"	"1-16569"	"R5a1a"	"1"	"0.9703"
"HG03792"	"1-16569"	"M4a"	"1"	"0.9412"
"HG03793"	"1-16569"	"A21"	"1"	"0.9571"
"HG03796"	"1-16569"	"M50"	"1"	"0.8342"
"HG03800"	"1-16569"	"M35a1"	"1"	"0.9927"
"HG03802"	"1-16569"	"U2b2"	"1"	"0.9583"
"HG03803"	"1-16569"	"M30+16234"	"1"	"0.9636"
"HG03805"	"1-16569"	"M4"	"1"	"0.9678"
"HG03808"	"1-16569"	"M65a+@16311"	"1"	"0.9250"
"HG03809"	"1-16569"	"M38b"	"1"	"0.9780"
"HG03812"	"1-16569"	"R5a2a"	"1"	"0.9329"
"HG03814"	"1-16569"	"M5a2"	"1"	"0.9707"
"HG03815"	"1-16569"	"W3a1b"	"1"	"0.9512"
"HG03817"	"1-16569"	"U2c1a"	"1"	"0.8829"
"HG03821"	"1-16569"	"R6b"	"1"	"0.9282"
"HG03823"	"1-16569"	"U2b2"	"1"	"1.0000"
"HG03824"	"1-16569"	"M3a1+204"	"1"	"0.9575"
"HG03826"	"1-16569"	"U2b2"	"1"	"0.9674"
"HG03829"	"1-16569"	"U2a1a"	"1"	"0.8728"
"HG03830"	"1-16569"	"M30d1"	"1"	"0.9653"
"HG03832"	"1-16569"	"M35b4"	"1"	"0.9943"
"HG03833"	"1-16569"	"J1b3b"	"1"	"0.9553"
"HG03836"	"1-16569"	"R5a2b"	"1"	"0.9364"
"HG03837"	"1-16569"	"R6a1"	"1"	"0.9419"
"HG03838"	"1-16569"	"M39b1"	"1"	"0.9151"
"HG03844"	"1-16569"	"H13a2a"	"1"	"0.8445"
"HG03846"	"1-16569"	"M30f"	"1"	"0.9763"
"HG03848"	"1-16569"	"M30b"	"1"	"0.9732"
"HG03849"	"1-16569"	"H13a2a"	"1"	"0.9148"
"HG03850"	"1-16569"	"R7a'b"	"1"	"0.8303"
"HG03851"	"1-16569"	"R7"	"1"	"0.7651"
"HG03854"	"1-16569"	"R31b"	"1"	"0.9565"
"HG03856"	"1-16569"	"M35b+16304"	"1"	"0.9713"
"HG03857"	"1-16569"	"M2a1"	"1"	"0.9566"
"HG03858"	"1-16569"	"M42b1"	"1"	"0.9045"
"HG03861"	"1-16569"	"U2b1"	"1"	"0.9145"
"HG03862"	"1-16569"	"U1a1c1d"	"1"	"0.9614"
"HG03863"	"1-16569"	"M5a2a"	"1"	"0.9133"
"HG03864"	"1-16569"	"R8b1"	"1"	"0.9700"
"HG03866"	"1-16569"	"M2a1"	"1"	"0.9471"
"HG03867"	"1-16569"	"M18a"	"1"	"0.9870"
"HG03868"	"1-16569"	"J1b1b3"	"1"	"0.9854"
"HG03869"	"1-16569"	"M35a1"	"1"	"1.0000"
"HG03870"	"1-16569"	"M39b1"	"1"	"0.9035"
"HG03871"	"1-16569"	"M30+16234"	"1"	"0.9177"
"HG03872"	"1-16569"	"R30a1c"	"1"	"0.9667"
"HG03873"	"1-16569"	"HV14a"	"1"	"0.9210"
"HG03874"	"1-16569"	"R30b2a"	"1"	"0.9273"
"HG03875"	"1-16569"	"M3c2"	"1"	"0.9851"
"HG03882"	"1-16569"	"M35a1"	"1"	"0.9848"
"HG03884"	"1-16569"	"M34"	"1"	"0.8700"
"HG03885"	"1-16569"	"M5a"	"1"	"0.9486"
"HG03886"	"1-16569"	"U1a"	"1"	"0.9692"
"HG03887"	"1-16569"	"R30"	"1"	"0.8170"
"HG03888"	"1-16569"	"A1a"	"1"	"0.9690"
"HG03890"	"1-16569"	"HV14a"	"1"	"0.9210"
"HG03894"	"1-16569"	"M30"	"1"	"0.9600"
"HG03895"	"1-16569"	"HV14a"	"1"	"0.9210"
"HG03896"	"1-16569"	"M36"	"1"	"0.8440"
"HG03897"	"1-16569"	"U5a1i1"	"1"	"0.9475"
"HG03898"	"1-16569"	"M52a"	"1"	"0.8353"
"HG03899"	"1-16569"	"M52a"	"1"	"0.8353"
"HG03900"	"1-16569"	"HV14a"	"1"	"0.9210"
"HG03902"	"1-16569"	"J1b3b"	"1"	"0.9644"
"HG03905"	"1-16569"	"M45a"	"1"	"0.9603"
"HG03907"	"1-16569"	"M3a1+204"	"1"	"1.0000"
"HG03908"	"1-16569"	"U2b2"	"1"	"0.9790"
"HG03910"	"1-16569"	"M3d"	"1"	"0.9367"
"HG03911"	"1-16569"	"R30a1b"	"1"	"0.9000"
"HG03913"	"1-16569"	"M2a1a"	"1"	"0.9683"
"HG03914"	"1-16569"	"M30"	"1"	"0.9557"
"HG03916"	"1-16569"	"U9b1"	"1"	"0.9906"
"HG03917"	"1-16569"	"M35"	"1"	"0.8403"
"HG03919"	"1-16569"	"M30+16234"	"1"	"0.9392"
"HG03920"	"1-16569"	"R6a1"	"1"	"0.9678"
"HG03922"	"1-16569"	"M33d"	"1"	"0.9889"
"HG03925"	"1-16569"	"M3a1+204"	"1"	"0.9916"
"HG03926"	"1-16569"	"M5a1b"	"1"	"0.9837"
"HG03928"	"1-16569"	"M6"	"1"	"0.9137"
"HG03931"	"1-16569"	"R5a2b"	"1"	"0.9199"
"HG03934"	"1-16569"	"M30d1"	"1"	"0.9225"
"HG03937"	"1-16569"	"R30a1b"	"1"	"0.9061"
"HG03940"	"1-16569"	"M3a1+204"	"1"	"0.9844"
"HG03941"	"1-16569"	"M30+16234"	"1"	"0.9522"
"HG03943"	"1-16569"	"N21+195"	"1"	"0.9325"
"HG03944"	"1-16569"	"M5a"	"1"	"0.9486"
"HG03945"	"1-16569"	"M5a1b"	"1"	"0.9819"
"HG03947"	"1-16569"	"R7b2"	"1"	"0.9515"
"HG03948"	"1-16569"	"M4'67"	"1"	"0.8598"
"HG03949"	"1-16569"	"R30a1c"	"1"	"0.9738"
"HG03950"	"1-16569"	"M2b1"	"1"	"0.9641"
"HG03951"	"1-16569"	"M2a1"	"1"	"0.9471"
"HG03953"	"1-16569"	"HV14a"	"1"	"0.9783"
"HG03955"	"1-16569"	"M5a1b"	"1"	"0.9664"
"HG03960"	"1-16569"	"U2a2"	"1"	"0.8267"
"HG03963"	"1-16569"	"M39b"	"1"	"0.9038"
"HG03965"	"1-16569"	"R7"	"1"	"0.7849"
"HG03967"	"1-16569"	"M49d"	"1"	"0.9213"
"HG03968"	"1-16569"	"M3a2a"	"1"	"0.9398"
"HG03969"	"1-16569"	"M5a2a"	"1"	"0.9767"
"HG03971"	"1-16569"	"M5c1"	"1"	"0.8804"
"HG03973"	"1-16569"	"R5a2"	"1"	"0.9500"
"HG03974"	"1-16569"	"M3"	"1"	"0.9063"
"HG03976"	"1-16569"	"M3"	"1"	"0.8969"
"HG03977"	"1-16569"	"M6a1a"	"1"	"0.9491"
"HG03978"	"1-16569"	"M2a1"	"1"	"0.9359"
"HG03985"	"1-16569"	"U2a1b"	"1"	"0.8323"
"HG03986"	"1-16569"	"M6"	"1"	"0.8731"
"HG03989"	"1-16569"	"M33a2a"	"1"	"0.9126"
"HG03990"	"1-16569"	"M30f"	"1"	"0.9741"
"HG03991"	"1-16569"	"M5a1b"	"1"	"0.9664"
"HG03995"	"1-16569"	"H13a2a"	"1"	"0.8956"
"HG03998"	"1-16569"	"HV14a"	"1"	"0.9210"
"HG03999"	"1-16569"	"HV14a"	"1"	"0.9062"
"HG04001"	"1-16569"	"M18a"	"1"	"0.9859"
"HG04002"	"1-16569"	"U2a1b"	"1"	"0.9012"
"HG04003"	"1-16569"	"HV14a"	"1"	"0.8730"
"HG04006"	"1-16569"	"M5a"	"1"	"0.9239"
"HG04014"	"1-16569"	"K1a23"	"1"	"0.9663"
"HG04015"	"1-16569"	"M36b"	"1"	"1.0000"
"HG04017"	"1-16569"	"M3a2"	"1"	"0.9600"
"HG04018"	"1-16569"	"R30a1b1"	"1"	"0.9326"
"HG04019"	"1-16569"	"M3"	"1"	"0.9063"
"HG04020"	"1-16569"	"M35b1"	"1"	"0.9726"
"HG04022"	"1-16569"	"M66b"	"1"	"0.9209"
"HG04023"	"1-16569"	"T2"	"1"	"0.9389"
"HG04025"	"1-16569"	"T2"	"1"	"0.9298"
"HG04026"	"1-16569"	"W3a1b"	"1"	"0.9609"
"HG04029"	"1-16569"	"R7b2"	"1"	"0.9197"
"HG04033"	"1-16569"	"M"	"1"	"0.7738"
"HG04035"	"1-16569"	"R5a2b"	"1"	"0.9364"
"HG04038"	"1-16569"	"U2b2"	"1"	"0.9572"
"HG04039"	"1-16569"	"H2b"	"1"	"1.0000"
"HG04042"	"1-16569"	"M2a1"	"1"	"0.9720"
"HG04047"	"1-16569"	"N5"	"1"	"0.9401"
"HG04054"	"1-16569"	"M3a2"	"1"	"0.9600"
"HG04056"	"1-16569"	"U7a3b"	"1"	"0.9221"
"HG04059"	"1-16569"	"M35b+16304"	"1"	"0.9713"
"HG04060"	"1-16569"	"M18"	"1"	"0.9903"
"HG04061"	"1-16569"	"R30"	"1"	"0.8101"
"HG04062"	"1-16569"	"M35a1"	"1"	"0.9866"
"HG04063"	"1-16569"	"M65b"	"1"	"0.9834"
"HG04070"	"1-16569"	"M35b1"	"1"	"1.0000"
"HG04075"	"1-16569"	"M36"	"1"	"0.8544"
"HG04076"	"1-16569"	"M"	"1"	"0.8795"
"HG04080"	"1-16569"	"M18a"	"1"	"0.9495"
"HG04090"	"1-16569"	"M30"	"1"	"0.9283"
"HG04093"	"1-16569"	"T1a1"	"1"	"0.9812"
"HG04094"	"1-16569"	"M5b2b"	"1"	"0.9318"
"HG04096"	"1-16569"	"M3a2"	"1"	"0.9600"
"HG04098"	"1-16569"	"U1a1c1d"	"1"	"0.9729"
"HG04099"	"1-16569"	"U2c1a"	"1"	"0.9135"
"HG04100"	"1-16569"	"M30c"	"1"	"0.9834"
"HG04106"	"1-16569"	"U2b"	"1"	"0.9152"
"HG04107"	"1-16569"	"U2b"	"1"	"0.8579"
"HG04118"	"1-16569"	"U9a1"	"1"	"0.9597"
"HG04131"	"1-16569"	"D4e1a2"	"1"	"0.9779"
"HG04134"	"1-16569"	"U7a3a"	"1"	"0.9450"
"HG04140"	"1-16569"	"M3c1a"	"1"	"0.9321"
"HG04141"	"1-16569"	"M30+16234"	"1"	"0.9719"
"HG04144"	"1-16569"	"M30d1"	"1"	"0.9395"
"HG04146"	"1-16569"	"M18a"	"1"	"0.9551"
"HG04152"	"1-16569"	"M5a2a1a2"	"1"	"0.9810"
"HG04153"	"1-16569"	"M34a"	"1"	"0.9670"
"HG04155"	"1-16569"	"M3a1"	"1"	"0.9336"
"HG04156"	"1-16569"	"W3a1b"	"1"	"0.9687"
"HG04158"	"1-16569"	"U2b2"	"1"	"0.9017"
"HG04159"	"1-16569"	"U5a1g1"	"1"	"0.9662"
"HG04161"	"1-16569"	"M3d"	"1"	"0.9291"
"HG04162"	"1-16569"	"F1c1a2"	"1"	"0.9534"
"HG04164"	"1-16569"	"M3c2"	"1"	"0.9357"
"HG04171"	"1-16569"	"M33b1"	"1"	"0.9644"
"HG04173"	"1-16569"	"M2b2"	"1"	"0.9464"
"HG04176"	"1-16569"	"M65a+@16311"	"1"	"0.9163"
"HG04177"	"1-16569"	"M65b"	"1"	"0.9434"
"HG04180"	"1-16569"	"M40a1a"	"1"	"0.9473"
"HG04182"	"1-16569"	"D4"	"1"	"0.9489"
"HG04183"	"1-16569"	"M3a1+204"	"1"	"0.9786"
"HG04185"	"1-16569"	"M35a"	"1"	"0.9219"
"HG04186"	"1-16569"	"M3a1+204"	"1"	"0.9450"
"HG04188"	"1-16569"	"M30b"	"1"	"0.9558"
"HG04189"	"1-16569"	"R6b"	"1"	"0.9787"
"HG04194"	"1-16569"	"M30c"	"1"	"0.8862"
"HG04195"	"1-16569"	"M50"	"1"	"0.8515"
"HG04198"	"1-16569"	"M6a1a"	"1"	"0.9345"
"HG04200"	"1-16569"	"U2b2"	"1"	"0.9854"
"HG04202"	"1-16569"	"M33a2'3"	"1"	"0.8809"
"HG04206"	"1-16569"	"M6"	"1"	"0.8561"
"HG04209"	"1-16569"	"M39c"	"1"	"0.8851"
"HG04210"	"1-16569"	"M"	"1"	"0.8990"
"HG04211"	"1-16569"	"M2a1a"	"1"	"0.9764"
"HG04212"	"1-16569"	"U2b2"	"1"	"0.9430"
"HG04214"	"1-16569"	"U2b2"	"1"	"0.9138"
"HG04216"	"1-16569"	"M35"	"1"	"0.8472"
"HG04219"	"1-16569"	"M6a1b"	"1"	"0.9647"
"HG04222"	"1-16569"	"U2b2"	"1"	"0.9967"
"HG04225"	"1-16569"	"HV14a"	"1"	"0.8899"
"HG04227"	"1-16569"	"R7a1b"	"1"	"0.9640"
"HG04229"	"1-16569"	"M65a+@16311"	"1"	"0.9203"
"HG04235"	"1-16569"	"M66b"	"1"	"0.9413"
"HG04238"	"1-16569"	"N1a2"	"1"	"0.9761"
"HG04239"	"1-16569"	"W6"	"1"	"0.9366"
"NA06984"	"1-16569"	"U5a1a1"	"1"	"0.9548"
"NA06985"	"1-16569"	"U4b1a1a1"	"1"	"1.0000"
"NA06986"	"1-16569"	"K1a2a1"	"1"	"0.9937"
"NA06989"	"1-16569"	"U5b2a1a1a"	"1"	"0.9786"
"NA06994"	"1-16569"	"U5b2a1a1"	"1"	"1.0000"
"NA07000"	"1-16569"	"T2b"	"1"	"0.9732"
"NA07037"	"1-16569"	"T1a6"	"1"	"0.9848"
"NA07048"	"1-16569"	"H2a1"	"1"	"1.0000"
"NA07051"	"1-16569"	"H+152"	"1"	"0.7842"
"NA07056"	"1-16569"	"W1c1"	"1"	"0.9846"
"NA07347"	"1-16569"	"H1c6"	"1"	"1.0000"
"NA07357"	"1-16569"	"U5a1c2a1"	"1"	"0.9444"
"NA10847"	"1-16569"	"H3v1"	"1"	"1.0000"
"NA10851"	"1-16569"	"V16"	"1"	"0.9679"
"NA11829"	"1-16569"	"T2a1a"	"1"	"0.9402"
"NA11830"	"1-16569"	"U5b2a1a1"	"1"	"0.9499"
"NA11831"	"1-16569"	"H5'36"	"1"	"0.9175"
"NA11832"	"1-16569"	"H2a5b"	"1"	"1.0000"
"NA11840"	"1-16569"	"H4a1a1a"	"1"	"0.9895"
"NA11843"	"1-16569"	"J1c2c2"	"1"	"0.9882"
"NA11881"	"1-16569"	"H1c3b"	"1"	"0.9643"
"NA11892"	"1-16569"	"K1b1a1d"	"1"	"0.9926"
"NA11893"	"1-16569"	"V+@72"	"1"	"0.9451"
"NA11894"	"1-16569"	"T1a6"	"1"	"0.9711"
"NA11918"	"1-16569"	"H2a1e1"	"1"	"0.9242"
"NA11919"	"1-16569"	"H1c1"	"1"	"1.0000"
"NA11920"	"1-16569"	"H1a1a1"	"1"	"0.9570"
"NA11930"	"1-16569"	"H1c3a"	"1"	"0.9629"
"NA11931"	"1-16569"	"H3a1a"	"1"	"0.9330"
"NA11932"	"1-16569"	"HV0b"	"1"	"0.9353"
"NA11933"	"1-16569"	"W5a1"	"1"	"0.9661"
